Gene ID	Associated Gene Name	chromosome	start	end	Strand	Band
ENSG00000255431	OR5B19P	11	58111210	58112137	-1	q12.1
ENSG00000233499	OR5B1P	11	58133309	58134236	-1	q12.1
ENSG00000172365	OR5B2	11	58189738	58190786	-1	q12.1
ENSG00000198283	OR5B21	11	58274648	58275578	-1	q12.1
ENSG00000172769	OR5B3	11	58169937	58170882	-1	q12.1
ENSG00000255303	OR5BA1P	11	57633770	57634751	-1	q12.1
ENSG00000198261	OR5BB1P	11	59158827	59159765	-1	q12.1
ENSG00000255218	OR5BC1P	11	58085109	58085847	-1	q12.1
ENSG00000254749	OR5BD1P	11	57713070	57713886	-1	q12.1
ENSG00000225538	OR5BE1P	11	55850277	55851215	1	q12.1
ENSG00000242610	OR5BH1P	X	130532028	130532946	-1	q26.2
ENSG00000257792	OR5BJ1P	12	48788293	48789175	-1	q13.11
ENSG00000257763	OR5BK1P	12	48749575	48750397	-1	q13.11
ENSG00000272569	OR5BL1P	11	57938570	57939193	1	q12.1
ENSG00000250750	OR5BM1P	3	97772218	97772583	1	q11.2
ENSG00000254848	OR5BN1P	11	55900142	55900970	-1	q12.1
ENSG00000255140	OR5BN2P	11	55884115	55884732	-1	q12.1
ENSG00000273255	OR5BP1P	11	56823062	56823607	1	q12.1
ENSG00000273228	OR5BQ1P	11	56796883	56797197	1	q12.1
ENSG00000255386	OR5BR1P	11	59100230	59101559	-1	q12.1
ENSG00000198678	OR5BS1P	12	48953665	48956739	1	q13.11
ENSG00000258024	OR5BT1P	12	48779200	48780048	-1	q13.11
ENSG00000148215	OR5C1	9	125551150	125552237	1	q33.2
ENSG00000198877	OR5D13	11	55540914	55541858	1	q11
ENSG00000186113	OR5D14	11	55563032	55563976	1	q11
ENSG00000255019	OR5D15P	11	55554440	55555381	1	q11
ENSG00000205029	OR5D16	11	55606228	55607214	1	q11
ENSG00000181837	OR5D17P	11	55522452	55523433	1	q11
ENSG00000186119	OR5D18	11	55587086	55588073	1	q11
ENSG00000254457	OR5D2P	11	55482472	55483108	1	q11
ENSG00000186886	OR5D3P	11	55493594	55494634	1	q11
ENSG00000170688	OR5E1P	11	7870247	7871182	1	p15.4
ENSG00000149133	OR5F1	11	55761157	55762101	-1	q12.1
ENSG00000182365	OR5F2P	11	55782493	55783433	-1	q12.1
ENSG00000181296	OR5G1P	11	56542737	56543682	-1	q12.1
ENSG00000241356	OR5G3	11	56587052	56587980	-1	q12.1
ENSG00000255485	OR5G4P	11	56557682	56558441	-1	q12.1
ENSG00000205025	OR5G5P	11	56569332	56587184	-1	q12.1
ENSG00000231192	OR5H1	3	97851542	97852483	1	q11.2
ENSG00000236032	OR5H14	3	97868170	97869249	1	q11.2
ENSG00000233412	OR5H15	3	97887544	97888485	1	q11.2
ENSG00000197938	OR5H2	3	98001732	98002676	1	q11.2
ENSG00000249975	OR5H3P	3	97926267	97927185	1	q11.2
ENSG00000248507	OR5H4P	3	97940888	97941810	1	q11.2
ENSG00000249321	OR5H5P	3	97916055	97916982	1	q11.2
ENSG00000230301	OR5H6	3	97983088	97984200	1	q11.2
ENSG00000187900	OR5H7P	3	97957196	97958125	1	q11.2
ENSG00000167825	OR5I1	11	55702932	55703876	-1	q12.1
ENSG00000181780	OR5J1P	11	55838506	55839525	1	q12.1
ENSG00000174957	OR5J2	11	55944094	55945032	1	q12.1
ENSG00000255217	OR5J7P	11	55932976	55933397	1	q12.1
ENSG00000232382	OR5K1	3	98188324	98189420	1	q11.2
ENSG00000231861	OR5K2	3	98216448	98217496	1	q11.2
ENSG00000206536	OR5K3	3	98109510	98110475	1	q11.2
ENSG00000196098	OR5K4	3	98072698	98073663	1	q11.2
ENSG00000186117	OR5L1	11	55578854	55579952	1	q11
ENSG00000205030	OR5L2	11	55594695	55595630	1	q11
ENSG00000255012	OR5M1	11	56380031	56380978	-1	q12.1
ENSG00000254834	OR5M10	11	56344212	56345263	-1	q12.1
ENSG00000255223	OR5M11	11	56309746	56310757	-1	q12.1
ENSG00000197866	OR5M12P	11	56396408	56397345	1	q12.1
ENSG00000004897	CDC27	17	45195069	45266788	-1	q21.32
ENSG00000149972	CNTN5	11	98891683	100229616	1	q22.1
ENSG00000174469	CNTNAP2	7	145813453	148118090	1	q35
ENSG00000152910	CNTNAP4	16	76311176	76593135	1	q23.1
ENSG00000155052	CNTNAP5	2	124782864	125672864	1	q14.3
ENSG00000183117	CSMD1	8	2792875	4852494	-1	p23.2
ENSG00000164796	CSMD3	8	113235157	114449328	-1	q23.3
ENSG00000105877	DNAH11	7	21582833	21941457	1	p15.3
ENSG00000039139	DNAH5	5	13690440	13944652	-1	p15.2
ENSG00000164035	EMCN	4	101316498	101801283	-1	q24
ENSG00000168702	LRP1B	2	140988992	142889270	-1	q22.2
ENSG00000081479	LRP2	2	169983619	170219195	-1	q31.1
ENSG00000185499	MUC1	1	155158300	155162707	-1	q22
ENSG00000205277	MUC12	7	100612904	100662230	1	q22.1
ENSG00000173702	MUC13	3	124624289	124672663	-1	q21.2
ENSG00000169550	MUC15	11	26580580	26593780	-1	p14.2
ENSG00000181143	MUC16	19	8959520	9092018	-1	p13.2
ENSG00000169876	MUC17	7	100663353	100702020	1	q22.1
ENSG00000205592	MUC19	12	40787197	40964632	1	q12
ENSG00000198788	MUC2	11	1074875	1104419	1	p15.5
ENSG00000176945	MUC20	3	195447753	195467994	1	q29
ENSG00000204544	MUC21	6	30951495	30957680	1	p21.33
ENSG00000261272	MUC22	6	30978251	31003179	1	p21.33
ENSG00000169894	MUC3A	7	100547187	100611118	1	q22.1
ENSG00000145113	MUC4	3	195473636	195539148	-1	q29
ENSG00000215182	MUC5AC	11	1151580	1222364	1	p15.5
ENSG00000117983	MUC5B	11	1244296	1283406	1	p15.5
ENSG00000184956	MUC6	11	1012821	1036706	-1	p15.5
ENSG00000171195	MUC7	4	71296209	71348714	1	q13.3
ENSG00000269676	MUC8	12	133049334	133050726	-1	q24.33
ENSG00000179915	NRXN1	2	50145643	51259674	-1	p16.3
ENSG00000230484	OR51A10P	11	5489716	5490652	-1	p15.4
ENSG00000176752	OR51A1P	11	5191581	5192526	-1	p15.4
ENSG00000205496	OR51A2	11	4976002	4976943	-1	p15.4
ENSG00000227023	OR51A3P	11	4958601	4959524	-1	p15.4
ENSG00000205497	OR51A4	11	4967355	4968356	-1	p15.4
ENSG00000225003	OR51A5P	11	4994173	4995114	-1	p15.4
ENSG00000197023	OR51A6P	11	4910823	4911826	-1	p15.4
ENSG00000176895	OR51A7	11	4928600	4929538	1	p15.4
ENSG00000197984	OR51A8P	11	4853363	4854302	1	p15.4
ENSG00000180723	OR51A9P	11	4682083	4682993	-1	p15.4
ENSG00000229093	OR51AB1P	11	5312991	5313610	-1	p15.4
ENSG00000184881	OR51B2	11	5344541	5345582	-1	p15.4
ENSG00000223735	OR51B3P	11	5336002	5336914	-1	p15.4
ENSG00000183251	OR51B4	11	5322244	5323226	-1	p15.4
ENSG00000242180	OR51B5	11	5363744	5364809	-1	p15.4
ENSG00000176239	OR51B6	11	5372738	5373676	1	p15.4
ENSG00000236359	OR51B8P	11	5351822	5352590	-1	p15.4
ENSG00000197674	OR51C1P	11	4711988	4713394	-1	p15.4
ENSG00000272664	OR51C4P	11	4739842	4740789	1	p15.4
ENSG00000197428	OR51D1	11	4660945	4662068	1	p15.4
ENSG00000180785	OR51E1	11	4664650	4676718	1	p15.4
ENSG00000167332	OR51E2	11	4701401	4719084	-1	p15.4
ENSG00000188069	OR51F1	11	4790209	4791168	-1	p15.4
ENSG00000176925	OR51F2	11	4842551	4843686	1	p15.4
ENSG00000272559	OR51F3P	11	4757408	4758308	-1	p15.4
ENSG00000273051	OR51F4P	11	4773276	4774174	-1	p15.4
ENSG00000272634	OR51F5P	11	4730799	4731740	1	p15.4
ENSG00000176879	OR51G1	11	4944531	4945637	-1	p15.4
ENSG00000176893	OR51G2	11	4935900	4936922	-1	p15.4
ENSG00000198217	OR51H2P	11	4897787	4898692	1	p15.4
ENSG00000167359	OR51I1	11	5461800	5462744	-1	p15.4
ENSG00000187918	OR51I2	11	5474638	5475707	1	p15.4
ENSG00000184321	OR51J1	11	5423827	5424777	1	p15.4
ENSG00000248424	OR51K1P	11	5451883	5452832	-1	p15.4
ENSG00000176798	OR51L1	11	5020213	5021160	1	p15.4
ENSG00000184698	OR51M1	11	5410607	5411664	1	p15.4
ENSG00000176951	OR51N1P	11	4807963	4808935	1	p15.4
ENSG00000224300	OR51P1P	11	5036368	5037309	1	p15.4
ENSG00000167360	OR51Q1	11	5443341	5444436	1	p15.4
ENSG00000237272	OR51R1P	11	4439290	4440193	1	p15.4
ENSG00000176922	OR51S1	11	4869427	4870514	-1	p15.4
ENSG00000176900	OR51T1	11	4903049	4904113	1	p15.4
ENSG00000176742	OR51V1	11	5220965	5221930	-1	p15.4
ENSG00000182070	OR52A1	11	5172239	5207612	-1	p15.4
ENSG00000171944	OR52A5	11	5152922	5153872	-1	p15.4
ENSG00000180909	OR52B1P	11	6173006	6173818	-1	p15.4
ENSG00000255307	OR52B2	11	6190560	6191638	-1	p15.4
ENSG00000175800	OR52B3P	11	4399512	4400457	1	p15.4
ENSG00000221996	OR52B4	11	4388493	4389616	-1	p15.4
ENSG00000231049	OR52B5P	11	5582197	5583147	1	p15.4
ENSG00000187747	OR52B6	11	5602107	5603114	1	p15.4
ENSG00000181609	OR52D1	11	5509915	5510979	1	p15.4
ENSG00000236621	OR52E1	11	5090802	5091691	1	p15.4
ENSG00000176787	OR52E2	11	5079880	5080857	-1	p15.4
ENSG00000226157	OR52E3P	11	5113906	5114841	1	p15.4
ENSG00000180974	OR52E4	11	5905501	5906527	1	p15.4
ENSG00000205409	OR52E6	11	5862158	5863182	-1	p15.4
ENSG00000233563	OR52E7P	11	5895190	5896122	1	p15.4
ENSG00000183269	OR52E8	11	5877904	5878964	-1	p15.4
ENSG00000181616	OR52H1	11	5565719	5566779	-1	p15.4
ENSG00000248553	OR52H2P	11	5572892	5573793	-1	p15.4
ENSG00000232268	OR52I1	11	4615037	4616243	1	p15.4
ENSG00000226288	OR52I2	11	4608021	4609135	1	p15.4
ENSG00000203560	OR52J1P	11	5125383	5126314	1	p15.4
ENSG00000230261	OR52J2P	11	5058243	5059181	1	p15.4
ENSG00000205495	OR52J3	11	5067756	5068691	1	p15.4
ENSG00000196778	OR52K1	11	4510109	4511138	1	p15.4
ENSG00000181963	OR52K2	11	4470525	4471591	1	p15.4
ENSG00000225101	OR52K3P	11	4496043	4497123	1	p15.4
ENSG00000183313	OR52L1	11	6007122	6008215	-1	p15.4
ENSG00000262980	OR52L2P	11	6078546	6079505	-1	p15.4
ENSG00000197790	OR52M1	11	4566421	4567374	1	p15.4
ENSG00000226616	OR52M2P	11	4536196	4537154	-1	p15.4
ENSG00000181001	OR52N1	11	5809084	5810046	-1	p15.4
ENSG00000180988	OR52N2	11	5841544	5842578	1	p15.4
ENSG00000236965	OR52N3P	11	5821594	5822690	1	p15.4
ENSG00000181074	OR52N4	11	5775923	5776959	1	p15.4
ENSG00000181009	OR52N5	11	5798864	5799897	-1	p15.4
ENSG00000181109	OR52P1P	11	5747732	5748694	1	p15.4
ENSG00000171999	OR52P2P	11	4452553	4453507	-1	p15.4
ENSG00000176937	OR52R1	11	4824663	4825847	-1	p15.4
ENSG00000237354	OR52S1P	11	5097360	5098296	-1	p15.4
ENSG00000233646	OR52T1P	11	5587908	5588846	-1	p15.4
ENSG00000232381	OR52U1P	11	5740520	5741442	1	p15.4
ENSG00000249633	OR52V1P	11	5548507	5549404	-1	p15.4
ENSG00000175485	OR52W1	11	6220376	6221489	1	p15.4
ENSG00000234895	OR52X1P	11	6088103	6089016	-1	p15.4
ENSG00000231070	OR52Y1P	11	4815008	4816514	-1	p15.4
ENSG00000176748	OR52Z1	11	5198944	5199891	-1	p15.4
ENSG00000231548	OR55B1P	11	4167512	4168525	-1	p15.4
ENSG00000180934	OR56A1	11	6047901	6048971	-1	p15.4
ENSG00000184478	OR56A3	11	5968570	5969591	1	p15.4
ENSG00000183389	OR56A4	11	6023216	6024424	-1	p15.4
ENSG00000255481	OR56A7P	11	6067037	6067977	-1	p15.4
ENSG00000181023	OR56B1	11	5757681	5758768	1	p15.4
ENSG00000181017	OR56B2P	11	5786326	5787279	1	p15.4
ENSG00000180913	OR56B3P	11	6149840	6150706	1	p15.4
ENSG00000180919	OR56B4	11	6128914	6130065	1	p15.4
ENSG00000166693	OR5M13P	11	56364902	56365838	-1	q12.1
ENSG00000249081	OR5M14P	4	41724555	41725529	-1	p13
ENSG00000254752	OR5M2P	11	56246968	56247903	-1	q12.1
ENSG00000174937	OR5M3	11	56236964	56238014	-1	q12.1
ENSG00000230416	OR5M4P	11	56216144	56217068	1	q12.1
ENSG00000185701	OR5M5P	11	56294044	56294979	-1	q12.1
ENSG00000254603	OR5M6P	11	56279711	56280647	-1	q12.1
ENSG00000254490	OR5M7P	11	56267776	56268747	-1	q12.1
ENSG00000181371	OR5M8	11	56257825	56258871	-1	q12.1
ENSG00000150269	OR5M9	11	56229945	56230877	-1	q12.1
ENSG00000166408	OR5P1P	11	7794437	7795361	-1	p15.4
ENSG00000183303	OR5P2	11	7817452	7818520	-1	p15.4
ENSG00000182334	OR5P3	11	7846584	7847519	-1	p15.4
ENSG00000227892	OR5P4P	11	7767537	7768453	1	p15.4
ENSG00000174942	OR5R1	11	56184734	56185708	-1	q12.1
ENSG00000213048	OR5S1P	2	241048519	241049469	1	q37.3
ENSG00000181698	OR5T1	11	56043029	56044146	1	q12.1
ENSG00000181718	OR5T2	11	55999490	56000737	-1	q12.1
ENSG00000172489	OR5T3	11	56019676	56020698	1	q12.1
ENSG00000243729	OR5V1	6	29323007	29399744	-1	p22.1
ENSG00000227806	OR5W1P	11	55670817	55671754	-1	q11
ENSG00000187612	OR5W2	11	55681126	55682058	-1	q11
ENSG00000184933	OR6A2	11	6815756	6817128	-1	p15.4
ENSG00000221813	OR6B1	7	143701022	143702068	1	q35
ENSG00000182083	OR6B2	2	240968841	240969906	-1	q37.3
ENSG00000178586	OR6B3	2	240984494	240985489	-1	q37.3
ENSG00000205330	OR6C1	12	55714346	55715408	1	q13.2
ENSG00000179695	OR6C2	12	55845998	55846936	1	q13.2
ENSG00000205329	OR6C3	12	55725485	55726420	1	q13.2
ENSG00000179626	OR6C4	12	55944983	55946028	1	q13.2
ENSG00000230307	OR6C5P	12	55705619	55706541	1	q13.2
ENSG00000188324	OR6C6	12	55688072	55689016	-1	q13.2
ENSG00000234670	OR6C64P	12	55916377	55917201	1	q13.2
ENSG00000205328	OR6C65	12	55794214	55795289	1	q13.2
ENSG00000233606	OR6C66P	12	55782229	55783158	1	q13.2
ENSG00000205327	OR6C68	12	55886147	55887100	1	q13.2
ENSG00000213451	OR6C69P	12	55656323	55657215	1	q13.2
ENSG00000184954	OR6C70	12	55862984	55863922	-1	q13.2
ENSG00000203408	OR6C71P	12	55770582	55771520	-1	q13.2
ENSG00000205331	OR6C72P	12	55677534	55706860	1	q13.2
ENSG00000257414	OR6C73P	12	55790124	55790481	1	q13.2
ENSG00000197706	OR6C74	12	55640982	55642086	1	q13.2
ENSG00000187857	OR6C75	12	55758895	55759833	1	q13.2
ENSG00000185821	OR6C76	12	55820038	55820976	1	q13.2
ENSG00000257757	OR6C7P	12	55736625	55737558	1	q13.2
ENSG00000224402	OR6D1P	10	45753633	45754571	1	q11.21
ENSG00000235213	OR6E1P	14	23171352	23172274	1	q11.2
ENSG00000169214	OR6F1	1	247875045	247876105	-1	q44
ENSG00000255804	OR6J1	14	23102673	23103716	-1	q11.2
ENSG00000231237	OR6K1P	1	158664329	158665299	-1	q23.1
ENSG00000196171	OR6K2	1	158669369	158670486	-1	q23.1
ENSG00000203757	OR6K3	1	158686958	158687953	-1	q23.1
ENSG00000180437	OR6K4P	1	158693903	158694902	-1	q23.1
ENSG00000226949	OR6K5P	1	158711936	158713205	-1	q23.1
ENSG00000180433	OR6K6	1	158724510	158725681	1	q23.1
ENSG00000233685	OR6L1P	10	135388626	135389535	-1	q26.3
ENSG00000273327	OR6L2P	10	135243898	135244822	-1	q26.3
ENSG00000196099	OR6M1	11	123676043	123677095	-1	q24.1
ENSG00000254613	OR6M2P	11	123711714	123712584	-1	q24.1
ENSG00000254430	OR6M3P	11	123732530	123733229	-1	q24.1
ENSG00000197403	OR6N1	1	158735466	158736492	-1	q23.1
ENSG00000188340	OR6N2	1	158746472	158747425	-1	q23.1
ENSG00000186440	OR6P1	1	158532441	158533394	-1	q23.1
ENSG00000172381	OR6Q1	11	57798402	57799403	1	q12.1
ENSG00000230576	OR6R1P	1	247996651	247997590	-1	q44
ENSG00000273484	OR6R2P	8	21654972	21655271	1	p21.3
ENSG00000181803	OR6S1	14	21108855	21109850	-1	q11.2
ENSG00000181499	OR6T1	11	123813492	123814580	-1	q24.1
ENSG00000272937	OR6U2P	12	56005407	56006338	1	q13.2
ENSG00000225781	OR6V1	7	142749417	142750444	1	q34
ENSG00000179420	OR6W1P	7	142759427	142760735	-1	q34
ENSG00000221931	OR6X1	11	123624196	123625253	-1	q24.1
ENSG00000197532	OR6Y1	1	158516918	158517895	-1	q23.1
ENSG00000127515	OR7A10	19	14951760	14952689	-1	p13.12
ENSG00000176923	OR7A15P	19	15037870	15038836	1	p13.12
ENSG00000185385	OR7A17	19	14991138	14992264	-1	p13.12
ENSG00000269678	OR7A18P	19	14997651	14997927	-1	p13.12
ENSG00000272963	OR7A19P	12	46986356	46987088	1	q13.11
ENSG00000268834	OR7A1P	19	15002707	15003616	-1	p13.12
ENSG00000269787	OR7A3P	19	15014044	15014985	-1	p13.12
ENSG00000188269	OR7A5	19	14903302	14946188	-1	p13.12
ENSG00000127530	OR7C1	19	14909958	14911023	-1	p13.12
ENSG00000127529	OR7C2	19	15052301	15053260	1	p13.12
ENSG00000188314	OR7D1P	19	9345820	9346812	1	p13.2
ENSG00000188000	OR7D2	19	9296279	9299493	1	p13.2
ENSG00000174667	OR7D4	19	9324526	9325542	-1	p13.2
ENSG00000242525	OR7E100P	3	112243034	112244048	-1	q13.2
ENSG00000227019	OR7E101P	13	47034744	47035256	1	q14.13
ENSG00000168992	OR7E102P	2	96212279	96213315	1	q11.1
ENSG00000215432	OR7E104P	13	64411166	64411589	1	q21.31
ENSG00000258423	OR7E105P	14	52223714	52224706	1	q22.1
ENSG00000258550	OR7E106P	14	52229774	52230794	-1	q22.1
ENSG00000270432	OR7E108P	9	93513522	93514512	-1	q22.2
ENSG00000236316	OR7E109P	9	93504808	93505662	-1	q22.2
ENSG00000254724	OR7E10P	8	12560575	12561565	-1	p23.1
ENSG00000235623	OR7E110P	10	15028941	15029514	-1	p13
ENSG00000231667	OR7E111P	13	68476487	68477374	1	q21.32
ENSG00000182531	OR7E115P	10	15049860	15050883	-1	p13
ENSG00000225072	OR7E116P	9	92994467	92995423	1	q22.2
ENSG00000238161	OR7E117P	11	3620825	3621936	-1	p15.4
ENSG00000254447	OR7E11P	11	67503079	67504030	-1	q13.2
ENSG00000244222	OR7E121P	3	75647803	75648824	-1	p12.3
ENSG00000215160	OR7E122P	3	8729829	8730845	1	p25.3
ENSG00000177306	OR7E125P	8	7104248	7105874	-1	p23.1
ENSG00000254593	OR7E126P	11	71614240	71615127	1	q13.4
ENSG00000228915	OR7E128P	11	71604456	71605479	1	q13.4
ENSG00000180770	OR7E129P	3	129740396	129741363	-1	q22.1
ENSG00000189398	OR7E12P	11	3412010	3412982	-1	p15.4
ENSG00000234458	OR7E130P	3	125422193	125423156	1	q21.2
ENSG00000205897	OR7E136P	7	6906289	6907303	-1	p22.1
ENSG00000197882	OR7E13P	11	86543582	86544491	-1	q14.2
ENSG00000238152	OR7E140P	12	8567376	8568401	-1	p13.31
ENSG00000214487	OR7E148P	12	8580236	8581206	-1	p13.31
ENSG00000177586	OR7E149P	12	8589999	8591021	-1	p13.31
ENSG00000184669	OR7E14P	11	17035545	17074583	1	p15.1
ENSG00000254715	OR7E154P	8	7562704	7564413	-1	p23.1
ENSG00000234655	OR7E155P	13	42013952	42015035	-1	q14.11
ENSG00000215430	OR7E156P	13	64316498	64316945	1	q21.31
ENSG00000233176	OR7E157P	8	7449528	7450438	1	p23.1
ENSG00000254948	OR7E158P	8	11777409	11778318	-1	p23.1
ENSG00000258849	OR7E159P	14	52238507	52238804	-1	q22.1
ENSG00000254917	OR7E15P	8	12553816	12554782	-1	p23.1
ENSG00000254817	OR7E160P	8	11891155	11892121	-1	p23.1
ENSG00000206014	OR7E161P	8	11786101	11787072	-1	p23.1
ENSG00000234386	OR7E162P	4	3903293	3904321	-1	p16.3
ENSG00000251166	OR7E163P	4	3891083	3891976	-1	p16.3
ENSG00000267775	OR7E16P	19	9301962	9302846	1	p13.2
ENSG00000180926	OR7E18P	19	9371691	9372392	-1	p13.2
ENSG00000225980	OR7E19P	19	9376066	9377015	-1	p13.2
ENSG00000255554	OR7E1P	11	67741757	67742714	-1	q13.2
ENSG00000251178	OR7E21P	3	129753396	129754382	-1	q22.1
ENSG00000179799	OR7E22P	3	75405667	75406654	-1	p12.3
ENSG00000228433	OR7E23P	21	33993359	33994406	1	q22.11
ENSG00000237521	OR7E24	19	9361606	9362820	1	p13.2
ENSG00000187847	OR7E25P	19	9314984	9315893	1	p13.2
ENSG00000228547	OR7E26P	10	15041049	15042054	-1	p13
ENSG00000251491	OR7E28P	2	159718823	159719797	1	q24.1
ENSG00000243429	OR7E29P	3	125430983	125431889	1	q21.2
ENSG00000255203	OR7E2P	11	86568101	86568989	-1	q14.2
ENSG00000185074	OR7E31P	9	92978321	92979206	1	q22.2
ENSG00000226537	OR7E33P	13	68485219	68486080	1	q21.32
ENSG00000250425	OR7E35P	4	9756522	9757402	1	p16.1
ENSG00000205240	OR7E36P	13	42005425	42006446	-1	q14.11
ENSG00000215480	OR7E37P	13	42016906	42017786	1	q14.11
ENSG00000183444	OR7E38P	7	97595402	97596386	-1	q21.3
ENSG00000273252	OR7E39P	7	6875051	6875425	-1	p22.1
ENSG00000249844	OR7E43P	4	4176046	4176965	-1	p16.3
ENSG00000234485	OR7E46P	2	71264815	71265833	1	p13.3
ENSG00000257542	OR7E47P	12	52473480	52502045	1	q13.13
ENSG00000255261	OR7E4P	11	71331066	71332078	1	q13.4
ENSG00000239978	OR7E53P	3	125453138	125454041	1	q21.2
ENSG00000230655	OR7E55P	3	75419599	75420493	-1	p12.3
ENSG00000250561	OR7E59P	7	6919258	6920257	-1	p22.1
ENSG00000214880	OR7E5P	11	55746179	55753881	-1	q12.1
ENSG00000234896	OR7E62P	2	71282657	71283133	1	p13.3
ENSG00000243674	OR7E66P	3	75396984	75397938	-1	p12.3
ENSG00000238228	OR7E7P	7	97576299	97577310	-1	q21.3
ENSG00000249866	OR7E83P	4	9514554	9515523	1	p16.1
ENSG00000215323	OR7E84P	4	9470746	9471694	1	p16.1
ENSG00000250884	OR7E85P	4	9485365	9486349	1	p16.1
ENSG00000248364	OR7E86P	4	9460981	9461970	1	p16.1
ENSG00000184055	OR7E87P	11	71304500	71305428	1	q13.4
ENSG00000243792	OR7E89P	2	159710267	159711088	1	q24.1
ENSG00000177400	OR7E8P	8	12541663	12542662	-1	p23.1
ENSG00000188668	OR7E90P	2	159731154	159732182	1	q24.1
ENSG00000205847	OR7E91P	2	71256158	71257023	1	p13.3
ENSG00000228963	OR7E93P	3	125443382	125444288	1	q21.2
ENSG00000249646	OR7E94P	4	80508456	80509284	-1	q21.21
ENSG00000227013	OR7E96P	8	7897500	7898475	1	p23.1
ENSG00000179170	OR7E97P	3	125465927	125466941	1	q21.2
ENSG00000250710	OR7E99P	4	4158249	4159170	-1	p16.3
ENSG00000161807	OR7G1	19	9225274	9226439	-1	p13.2
ENSG00000170923	OR7G2	19	9212945	9213982	-1	p13.2
ENSG00000170920	OR7G3	19	9236688	9237626	-1	p13.2
ENSG00000226480	OR7H1P	19	9389124	9390045	-1	p13.2
ENSG00000251261	OR7H2P	5	101152179	101152484	-1	q21.1
ENSG00000258275	OR7K1P	14	25826970	25827895	1	q12
ENSG00000232787	OR7L1P	X	130730113	130730812	1	q26.2
ENSG00000273336	OR7M1P	10	135294742	135295274	1	q26.3
ENSG00000196119	OR8A1	11	124439893	124441037	1	q24.2
ENSG00000255510	OR8A2P	11	124330430	124331381	1	q24.2
ENSG00000255315	OR8A3P	11	124401521	124401806	1	q24.2
ENSG00000254646	OR8B10P	11	124386207	124387138	-1	q24.2
ENSG00000170953	OR8B12	11	124412578	124413575	-1	q24.2
ENSG00000227737	OR8B1P	11	124235530	124236447	-1	q24.2
ENSG00000204293	OR8B2	11	124252291	124253258	-1	q24.2
ENSG00000196661	OR8B3	11	124266278	124267264	-1	q24.2
ENSG00000198657	OR8B4	11	124293807	124294789	-1	q24.2
ENSG00000255030	OR8B5P	11	124227456	124228365	-1	q24.2
ENSG00000255225	OR8B6P	11	124208679	124209558	-1	q24.2
ENSG00000254976	OR8B7P	11	124194767	124195685	-1	q24.2
ENSG00000197125	OR8B8	11	124310022	124311054	-1	q24.2
ENSG00000229386	OR8B9P	11	124350895	124351819	-1	q24.2
ENSG00000229254	OR8C1P	11	124246773	124247697	-1	q24.2
ENSG00000196341	OR8D1	11	124179708	124180733	-1	q24.2
ENSG00000197263	OR8D2	11	124189134	124190184	-1	q24.2
ENSG00000181518	OR8D4	11	123777109	123778183	1	q24.1
ENSG00000239426	OR8F1P	11	124077890	124078822	1	q24.2
ENSG00000197849	OR8G1	11	124120423	124135763	1	q24.2
ENSG00000255425	OR8G3P	11	124085346	124086394	1	q24.2
ENSG00000255298	OR8G5	11	124134723	124135763	1	q24.2
ENSG00000254845	OR8G7P	11	124109121	124110228	1	q24.2
ENSG00000181693	OR8H1	11	56057529	56058566	-1	q12.1
ENSG00000181767	OR8H2	11	55872519	55873457	1	q12.1
ENSG00000181761	OR8H3	11	55889849	55890787	1	q12.1
ENSG00000255461	OR8I1P	11	56064017	56064947	-1	q12.1
ENSG00000172154	OR8I2	11	55860753	55861762	1	q12.1
ENSG00000254524	OR8I4P	11	55864720	55864860	-1	q12.1
ENSG00000172487	OR8J1	11	56127691	56128764	1	q12.1
ENSG00000254658	OR8J2	11	55978334	55979298	-1	q12.1
ENSG00000167822	OR8J3	11	55904247	55905194	-1	q12.1
ENSG00000150261	OR8K1	11	56113421	56114507	1	q12.1
ENSG00000255134	OR8K2P	11	56102618	56103544	1	q12.1
ENSG00000181689	OR8K3	11	56085783	56086721	1	q12.1
ENSG00000254947	OR8K4P	11	55909992	55910863	-1	q12.1
ENSG00000181752	OR8K5	11	55926870	55927793	-1	q12.1
ENSG00000254903	OR8L1P	11	56149111	56150065	1	q12.1
ENSG00000255341	OR8Q1P	11	124471480	124472134	1	q24.2
ENSG00000256347	OR8R1P	11	72959824	72960912	1	q13.4
ENSG00000197376	OR8S1	12	48901137	48923680	1	q13.11
ENSG00000273434	OR8S21P	12	48810933	48811120	-1	q13.11
ENSG00000226413	OR8T1P	12	48835813	48836730	-1	q13.11
ENSG00000172199	OR8U1	11	56143100	56144029	1	q12.1
ENSG00000230213	OR8V1P	11	55955855	55956727	-1	q12.1
ENSG00000255048	OR8X1P	11	124274130	124274998	-1	q24.2
ENSG00000237621	OR9A1P	7	141586948	141587892	1	q34
ENSG00000179468	OR9A2	7	142723245	142724282	-1	q34
ENSG00000240031	OR9A3P	7	141562660	141563537	1	q34
ENSG00000258083	OR9A4	7	141618617	141619709	1	q34
ENSG00000174914	OR9G1	11	56467864	56468781	1	q12.1
ENSG00000254825	OR9G2P	11	56518499	56519378	-1	q12.1
ENSG00000181325	OR9G3P	11	56507655	56508572	1	q12.1
ENSG00000172457	OR9G4	11	56510303	56511287	-1	q12.1
